,name,amount,price,reviews,cost_per_ml
2079,John Varvatos Vintage  ,75,27.95,7.5,0.37266666666666665
2080,Kenzo Homme Indigo  ,60,34.35,7.8,0.5725
2082,Le Chameau Arabia Explorer  ,100,45.12,6.5,0.4512
2083,Etienne Aigner Black for Men  ,125,31.1,7.6,0.24880000000000002
2084,Kenzo Homme Intense  ,60,35.0,7.2,0.5833333333333334
2085,Roberto Cavalli Uomo Deep Desire  ,100,45.0,8.0,0.45
2086,Carolina Herrera Bad Boy Cobalt Elixir  ,150,105.94,7.0,0.7062666666666666
2087,Nautica Voyage Sport  ,100,16.5,6.6,0.165
2088,Jovan White Musk  ,88,7.6,7.3,0.08636363636363636
2090,Lacoste Match Point  ,100,62.95,6.5,0.6295000000000001
2094,Acqua Di Parma Colonia C.L.U.B.  ,50,56.89,7.8,1.1378
2095,Diesel Bad  ,75,39.99,5.7,0.5332
2096,Hollister Festival Nite For Him  ,100,15.0,7.6,0.15
2097,David Beckham Classic  ,90,12.95,6.6,0.14388888888888887
2098,Calvin Klein Eternity For Men  ,30,15.6,6.7,0.52
2099,Guess Seductive Homme Blue  ,100,17.49,6.8,0.17489999999999997
2100,La Rive Mr. Sharp  ,100,28.94,6.7,0.2894
2101,Narciso Rodriguez For Him Bleu Noir  ,50,31.99,7.6,0.6397999999999999
2102,JOOP!! Jump  ,30,9.65,6.9,0.32166666666666666
2103,Iceberg Eau de Iceberg Pour Homme  ,100,11.79,6.9,0.11789999999999999
2104,Azzaro Pour Homme Naughty Leather  ,100,30.95,6.7,0.3095
2105,Givenchy Pour Homme Blue Label  ,50,44.19,7.1,0.8837999999999999
2106,Roberto Cavalli Just Cavalli Him  ,60,44.99,5.8,0.7498333333333334
2109,Ferrari Scuderia Black  ,75,22.99,6.6,0.3065333333333333
2111,Dolce & Gabbana Devotion Pour Homme  ,50,35.45,5.4,0.7090000000000001
2113,Police Royal Black  ,100,21.99,9.0,0.21989999999999998
2114,Abercrombie & Fitch Fierce Cologne  ,50,23.45,7.6,0.469
2116,Giorgio Armani Code Pour Homme  ,110,219.99,8.0,1.999909090909091
2117,Hugo Boss Bottled Sport  ,30,24.99,5.1,0.833
2119,Carolina Herrera Bad Boy Elixir  ,150,113.65,7.0,0.7576666666666667
2120,Chanel Allure Homme  ,50,87.99,8.3,1.7597999999999998
2122,Ford Mustang Green For Men  ,100,13.3,6.3,0.133
2123,Ted Lapidus Wild Attraction  ,100,10.4,6.0,0.10400000000000001
2124,Emper Protocol  ,100,13.6,9.0,0.136
2125,Salvatore Ferragamo Bright Leather  ,100,44.97,7.6,0.4497
2127,Milano Cento Him  ,100,46.75,8.4,0.4675
2131,Floris JF  ,50,34.41,7.1,0.6881999999999999
2132,Fendi Fan Di Fendi Pour Homme Acqua  ,50,69.0,6.7,1.38
2134,Karl Lagerfeld New York Mercer Street  ,100,20.99,7.2,0.20989999999999998
2135,STR8 Ahead  ,100,18.75,7.5,0.1875
2136,Code Armani Homme  ,30,61.77,8.0,2.059
2138,Calvin Klein Eternity Air For Men  ,200,60.0,6.3,0.3
2139,Gold Orientica Imperial  ,85,58.49,8.2,0.6881176470588235
2141,Cuba Altus  ,100,7.84,7.5,0.0784
2142,Hummer H2  ,125,19.0,7.1,0.152
2144,Guess Iconic Men  ,100,50.0,6.4,0.5
2147,MCM Onyx  ,75,44.86,6.5,0.5981333333333333
2148,Jacques Bogart One Man Show 24K  ,100,15.5,7.6,0.155
2149,Sonia Rykiel Rykiel Man  ,125,26.95,7.5,0.21559999999999999
2150,Gainsboro G Man  ,100,44.03,7.6,0.4403
2151,Carthusia Uomo  ,50,50.0,7.1,1.0
2152,Adidas Pure Game  ,50,4.9,6.0,0.098
2154,Rasasi Abyan Pour Homme  ,95,17.0,6.8,0.17894736842105263
2155,Cuba Royal  ,35,5.48,7.3,0.15657142857142858
2157,David Beckham Instinct  ,50,12.88,6.4,0.2576
2161,Afnan Turathi Brown  ,90,24.99,7.9,0.2776666666666667
2162,Jean Paul Gaultier Le Male Essence  ,125,195.0,8.1,1.56
2163,Farmasi Baoli  ,90,23.5,8.1,0.2611111111111111
2164,Police Titanium Wings  ,100,24.99,8.0,0.24989999999999998
2166,Franck Olivier Blue Touch Men  ,100,21.8,7.5,0.218
2167,Mercedes Benz Man Blue  ,100,49.99,5.8,0.4999
2168,Armaf Connoisseur Man  ,100,26.35,6.8,0.2635
2169,Guess Iconic Men  ,30,26.01,6.4,0.8670000000000001
2171,Azzaro Wanted By Night  ,150,104.99,7.7,0.6999333333333333
2172,M.Micallef Edenfalls  ,50,117.3,7.2,2.346
2173,Jeanne Arthes Rocky Man  ,100,7.5,2.2,0.075
2176,Abercrombie & Fitch Authentic Night Men  ,30,20.2,7.2,0.6733333333333333
2177,Azzaro Wanted Tonic  ,100,52.99,5.5,0.5299
2178,Zimaya Black Taraf  ,100,16.6,7.2,0.166
2179,Afnan Turathi Purple  ,90,35.31,7.6,0.39233333333333337
2180,Laura Biagiotti Roma Uomo Green Swing  ,40,20.99,7.0,0.5247499999999999
2181,Givenchy Pour Homme Blue Label  ,60,43.55,7.1,0.7258333333333333
2183,Valentino Uomo Acqua  ,75,164.99,7.5,2.199866666666667
2184,Jeanne en Provence Acqua  ,100,8.3,7.2,0.083
2185,Ralph Lauren Polo Blue  ,200,69.0,7.1,0.345
2186,Dior Sauvage  ,30,74.0,7.5,2.466666666666667
2187,Elie Saab L'HOMME  ,50,34.6,6.7,0.6920000000000001
2188,Zadig & Voltaire This Is Him!  ,30,24.95,7.7,0.8316666666666667
2189,Bugatti Signature Blue  ,100,20.0,6.2,0.2
2192,Roberto Cavalli Just for Men  ,90,21.59,7.7,0.23988888888888887
2193,Dunhill Icon Racing Red  ,100,26.45,8.0,0.2645
2194,Givenchy Gentleman Society  ,150,76.08,7.3,0.5072
2197,Bruno Banani Pure Man  ,50,10.5,5.9,0.21
2198,Diesel Bad  ,35,22.34,5.7,0.6382857142857142
2202,Amouage Lyric Men  ,100,259.9,7.8,2.5989999999999998
2203,David Beckham Classic Blue  ,90,15.0,6.6,0.16666666666666666
2205,Perry Ellis 360 White  ,100,17.5,7.7,0.175
2206,Abercrombie & Fitch First Instinct Blue  ,50,16.45,6.8,0.32899999999999996
2207,Issey Miyake Le Sel D'  ,50,48.95,7.8,0.9790000000000001
2208,Gucci Guilty Essence Pour Homme  ,200,72.04,6.7,0.3602
2210,Armaf Odyssey Mandarin Sky  ,200,35.88,7.7,0.1794
2213,Kenzo Jungle Homme  ,75,37.55,7.9,0.5006666666666666
2214,Michael Kors Pour Homme  ,30,33.15,7.0,1.105
2215,Dolce & Gabbana The One For Men Intense  ,50,37.05,7.5,0.741
2216,Cuba Blue  ,100,7.95,5.3,0.0795
2217,Hermes H24 Herbes Vives  ,100,96.4,7.7,0.9640000000000001
2218,Givenchy Gentleman Original  ,100,52.2,7.9,0.522
2219,Hugo Boss Hugo XY  ,40,28.27,5.8,0.70675
2220,Novellista Deep Moon  ,75,54.4,6.7,0.7253333333333333
2221,Rabanne Invictus Elixir  ,100,84.08,7.7,0.8408
2222,Lacoste Match Point  ,30,24.03,6.5,0.801
2223,Kenzo L'Eau pour Homme  ,100,40.71,7.5,0.4071
2226,Kenzo Aqua Pour Homme  ,100,22.92,6.1,0.22920000000000001
2227,Malbec Gold  ,100,97.35,8.1,0.9734999999999999
2228,OUD Ard Al Zaafaran Fakhar Al  ,100,16.44,7.9,0.16440000000000002
2229,Cartier L'Envol De Cartier  ,80,225.74,7.8,2.82175
2230,Puig Aqua Quorum  ,100,11.95,7.2,0.1195
2231,Fragrance World Alpha  ,100,28.78,7.5,0.2878
2232,John Varvatos XX  ,125,38.95,6.3,0.31160000000000004
2233,Diesel Bad  ,50,20.45,5.7,0.409
2234,Perfumer's Choice No. 11 Leo  ,83,9.85,7.5,0.11867469879518072
2235,Jaguar Era Reloaded  ,100,21.0,7.0,0.21
2236,Gucci Guilty Essence Pour Homme  ,50,46.8,6.7,0.9359999999999999
2237,Sergio Tacchini Stile  ,100,75.59,6.6,0.7559
2239,Calvin Klein Euphoria For Men  ,20,6.95,6.8,0.34750000000000003
2240,Anfar Azure Spirit  ,100,26.99,7.2,0.2699
2242,Yves Saint Laurent L'Homme  ,40,54.99,8.4,1.3747500000000001
2243,Swiss Arabian Primal Code  ,100,29.4,8.1,0.294
2244,Milton Lloyd The Man Silver  ,50,8.68,7.9,0.1736
2246,Narciso Rodriguez For Him Bleu Noir  Extreme ,100,92.69,7.5,0.9269
2248,Burberry Mr. Burberry  ,100,39.95,6.6,0.3995
2250,Hollister Canyon Sky For Him  ,100,13.95,7.0,0.13949999999999999
2251,Calvin Klein Eternity For Men  ,30,21.99,6.7,0.733
2252,Creed Absolu Aventus  ,75,269.05,8.5,3.5873333333333335
2253,Police To Be Bad Guy  ,125,15.75,6.5,0.126
2254,Givenchy Gentleman Intense  ,60,39.98,7.9,0.6663333333333333
2255,Police Deep Blue  ,100,11.5,7.3,0.115
2256,Guess Seductive Homme  ,50,13.35,6.8,0.267
2257,Karl Lagerfeld Pour Homme  ,50,14.99,5.3,0.2998
2258,Hermes Terre D'Hermes Eau Intense Vetiver  ,50,57.85,7.6,1.157
2259,Vince Camuto Homme  ,100,18.2,7.2,0.182
2260,Lanvin Oxygene Homme  ,100,11.45,7.1,0.11449999999999999
2262,Kenzo L'Eau Kenzo Boisee  ,50,27.2,7.5,0.544
2263,Acqua Di Parma Oud & Spice  ,20,44.95,7.4,2.2475
2264,AVON Elite Gentleman  ,75,11.6,7.7,0.15466666666666667
2265,Joop! Homme Wild  ,75,31.0,6.7,0.41333333333333333
2270,Abercrombie & Fitch Authentic Man  ,50,21.05,7.2,0.42100000000000004
2271,Ralph Lauren Ralph Club  ,50,38.5,6.6,0.77
2272,Montblanc Explorer Platinum  ,30,17.75,6.9,0.5916666666666667
2273,Davidoff Cool Water Intense For Him  ,40,28.99,7.4,0.72475
2274,Baldessarini Signature  ,90,29.49,7.2,0.32766666666666666
2275,Fiat 500 For Him  ,50,14.75,7.3,0.295
2276,Dolce & Gabbana Light Blue Pour Homme  ,50,66.4,7.6,1.328
2277,Porsche Design Palladium  ,50,30.82,5.5,0.6164000000000001
2278,Ferrari Essence Oud  ,10,26.24,7.7,2.6239999999999997
2279,Armaf Hunter Killer  ,100,22.44,8.2,0.22440000000000002
2280,Ralph Lauren Polo Blue  ,125,55.53,7.1,0.44424
2281,Giorgio Armani Code  ,150,86.25,7.6,0.575
2282,Guerlain Habit Rouge  ,100,67.66,8.0,0.6766
2283,Issey Miyake Nuit D'issey  ,75,21.99,6.9,0.29319999999999996
2284,Tommy Hilfiger Impact Intense  ,100,49.41,7.9,0.4941
2285,Montblanc Individuel Tonic Men  ,75,22.05,7.1,0.294
2286,Lacoste L.12.12. Pour Lui Eau Fraiche  ,50,32.95,5.1,0.659
2287,Maison Alhambra Kingsman  ,100,15.95,8.0,0.1595
2288,Jean Paul Gaultier Scandal Pour Homme Le  ,100,72.79,7.8,0.7279000000000001
2289,Lanvin Eclat d'Arpege  ,30,19.97,7.6,0.6656666666666666
2290,Maison Francis Kurkdjian Amyris Femme  ,70,166.2,7.2,2.374285714285714
2291,Chanel Allure Homme Sport Extreme  ,50,101.49,8.3,2.0298
2292,Rasasi Shuhrah Pour Homme  ,90,19.3,7.4,0.21444444444444447
2293,Kenzo Homme  ,40,26.43,8.1,0.66075
2294,Truefitt & Hill 1805  ,100,80.0,7.2,0.8
2295,Milton-Lloyd The Man Cobalt  ,50,5.4,7.8,0.10800000000000001
2296,Kenzo Power  ,75,47.95,7.9,0.6393333333333334
2298,Rochas L'Homme Rochas  ,100,25.9,7.6,0.259
2302,Clive Christian X For Men  ,100,446.3,8.2,4.463
2303,Truefitt & Hill Spanish Leather  ,100,80.0,7.2,0.8
2305,Police To Be Born To Shine For Him  ,125,17.8,7.3,0.1424
2306,Rabanne Phantom  ,200,57.95,5.8,0.28975
2307,Davidoff Cool Water Ocean Extreme  ,75,34.99,7.0,0.46653333333333336
2308,Cristiano Ronaldo Legacy  ,100,76.99,7.5,0.7698999999999999
2309,Moschino Forever for Men  ,4,7.49,7.6,1.8725
2311,Salvatore Ferragamo Uomo Casual Life  ,100,38.0,6.8,0.38
2313,Issey Miyake Nuit D'Issey Bleu Astral  ,125,47.24,7.2,0.37792000000000003
2314,STR8 Red Code  ,100,16.75,7.4,0.1675
2315,Armaf Derby Club House Blanche  ,100,15.97,6.5,0.1597
2316,Pierre Cardin  ,80,13.0,7.7,0.1625
2318,Dior Homme  ,50,109.0,8.5,2.18
2319,Escada Sentiment Pour Homme  ,100,38.99,7.5,0.3899
2321,Victorinox Wood  ,100,16.15,7.2,0.16149999999999998
2322,Dsquared2 Original Wood  ,50,43.01,7.5,0.8602
2323,Revolution Man Carbon Pulse  ,100,6.87,8.6,0.0687
2324,Dolce & Gabbana The One For Men  ,50,60.3,8.4,1.206
2326,Ferrari Uomo  ,30,19.99,7.4,0.6663333333333333
2329,Lattafa Pride Afaq Men  ,100,21.71,7.1,0.21710000000000002
2332,Jean Paul Gaultier Scandal Pour Homme Intense  ,50,54.89,7.0,1.0978
2333,Lacoste Match Point  ,10,13.99,6.5,1.399
2334,Capucci  ,100,19.0,8.1,0.19
2335,M. Micallef Avant Garde  ,30,76.2,7.3,2.54
2336,Salvatore Ferragamo Red Leather  ,50,23.03,7.9,0.4606
2337,M. Micallef Royal Vintage  ,30,76.56,7.9,2.552
2339,John Varvatos Vintage  ,125,34.95,7.5,0.2796
2340,Carolina Herrera Bad Boy Cobalt Elixir  ,50,57.99,7.0,1.1598
2341,Mercedes Benz Mercedes Benz Land  ,60,18.76,6.8,0.3126666666666667
2343,Carolina Herrera Bad Boy Cobalt Elixir  ,100,71.99,7.0,0.7199
2345,Giorgio Armani Acqua Di Giò Profondo  ,30,85.59,7.6,2.853
2347,Roberto Cavalli Just Give Me Magic  ,30,12.07,7.3,0.4023333333333333
2348,Dior Eau Sauvage  ,50,115.49,7.5,2.3098
2349,Puma Im Going Man  ,25,7.2,6.1,0.28800000000000003
2350,Yves Saint Laurent MYSLF Le  ,10,39.6,7.7,3.96
2351,Cartier L'Envol De Cartier  ,50,188.99,7.8,3.7798000000000003
2352,Penhaligon's Much Ado About The Duke  ,75,223.04,7.8,2.9738666666666664
2353,Jesus Del Pozo Halloween X Man  ,125,46.76,7.3,0.37407999999999997
2356,Swiss Arabian Pure Instinct  ,100,31.37,7.7,0.31370000000000003
2359,Rabanne Invictus  ,15,49.5,6.5,3.3
2360,Missoni Wave  ,30,23.6,8.0,0.7866666666666667
2361,Iceberg Homme  ,100,14.95,6.9,0.1495
2362,David Beckham Instinct  ,50,12.1,6.4,0.242
2363,Ralph Lauren Polo Black  ,40,27.49,6.7,0.6872499999999999
2364,BVLGARI Man Terrae Essence  ,60,43.0,7.2,0.7166666666666667
2365,Lacoste Match Point Cologne  ,100,26.14,7.3,0.2614
2366,Burberry Mr. Burberry Indigo  ,30,18.95,6.8,0.6316666666666666
2367,Armaf Club de Nuit Milestone  ,200,27.24,7.1,0.1362
2368,Abercrombie & Fitch Away Man  ,100,28.55,6.6,0.28550000000000003
2369,Ungaro for Him  ,100,27.0,6.6,0.27
2370,Sergio Tacchini Your Match  ,100,11.55,6.8,0.1155
2371,Salvatore Ferragamo Uomo  ,30,46.0,7.6,1.5333333333333334
2372,Pino Silvestre  ,75,8.8,6.6,0.11733333333333335
2373,Sergio Tacchini Pacific Blue  ,100,10.9,7.4,0.109
2375,Moschino Forever for Men  ,30,3500.0,7.6,116.66666666666667
2378,Giorgio Armani Code  ,50,52.99,7.6,1.0598
2379,Dolce & Gabbana Light Blue Pour Homme  ,100,92.0,7.6,0.92
2380,Riiffs Goodness Oud  ,100,20.99,6.8,0.20989999999999998
2381,Jack & Jones Blue Heritage  ,75,14.99,6.0,0.19986666666666666
2382,Lacoste Eau De Lacoste L.12.12. Pour Lui Magnetic  ,175,85.0,6.4,0.4857142857142857
2384,Dolce & Gabbana Light Blue Pour Homme Discover Vulcano  ,40,62.15,6.6,1.55375
2385,Van Gils Strictly for Men  ,30,34.64,7.7,1.1546666666666667
2386,BVLGARI Man  ,100,162.99,7.9,1.6299000000000001
2387,Ed Hardy for Men  ,30,13.95,5.9,0.46499999999999997
2389,Superdry Real for Him  ,100,28.99,6.6,0.2899
2390,Yardley Gentleman Legacy  ,100,15.99,7.9,0.15990000000000001
2392,Chanel Allure Homme Sport  ,50,75.99,8.3,1.5197999999999998
2393,Armaf Odyssey Homme  ,60,18.85,7.9,0.3141666666666667
2394,Calvin Klein Euphoria For Men  ,30,23.01,6.8,0.767
2395,James Bond 007 Ocean Royale  ,75,44.99,4.0,0.5998666666666667
2396,Calvin Klein Contradiction For Men  ,30,20.99,6.6,0.6996666666666667
2397,Valentino Born In Roma Uomo Intense  ,100,87.85,7.9,0.8785
2398,Boucheron Quatre  ,100,26.2,7.1,0.262
2401,Mauboussin Une Histoire D'homme Irrésistible  ,90,16.8,7.9,0.18666666666666668
2403,Armani Acqua di Giò Intense  ,100,122.95,7.6,1.2295
2404,Xerjoff Homme Anniversary  ,50,299.2,8.7,5.984
2405,Azzaro Pour Homme  ,30,15.99,7.7,0.533
2406,Alfred Sung Hei  ,100,12.4,7.4,0.124
2407,Korres Mountain Pepper  ,50,24.55,6.4,0.491
2408,Burberry Mr. Burberry  ,50,25.99,6.6,0.5197999999999999
2409,Roberto Cavalli Just Cavalli Men  ,50,18.85,7.2,0.377
2412,Ralph Lauren Polo Red  ,75,35.05,6.5,0.4673333333333333
2413,Dolce & Gabbana K  ,150,66.95,6.5,0.44633333333333336
2414,Victorinox Swiss Army Altitude  ,100,28.95,6.2,0.2895
2415,Oriflame Glacier  ,100,19.3,5.3,0.193
2416,Clive Christian 1872 For Men  ,50,195.58,8.2,3.9116000000000004
2417,Guess 1981 Los Angeles Women  ,100,20.2,8.1,0.20199999999999999
2418,Sergio Tacchini Pure Black  ,100,10.3,7.5,0.10300000000000001
2420,Abercrombie & Fitch Authentic Man  ,100,21.95,7.2,0.2195
2421,Police To Be #Freetodare  ,125,12.5,5.4,0.1
2423,Givenchy Réserve Privée  ,200,102.41,8.3,0.51205
2425,BVLGARI Pour Homme  ,50,62.95,7.3,1.2590000000000001
2426,Giorgio Armani Code Homme  ,30,49.95,8.0,1.665
2427,Roberto Cavalli Just Cavalli Men  ,90,24.1,7.2,0.2677777777777778
2428,Karl Lagerfeld Bois D´Ambre  ,50,15.76,7.4,0.3152
2429,Diesel Spirit Of The Brave Intense  ,75,34.95,7.1,0.466
2430,Dolce & Gabbana The One For Men  ,30,31.38,8.4,1.046
2432,Dolce & Gabbana 1 Le Bateleur  ,100,61.95,5.5,0.6195
2433,Ralph Lauren ’s Club Elixir  ,150,73.5,7.9,0.49
2434,Rue Broca R U Serious Him  ,100,29.99,7.7,0.2999
2435,Rabanne Phantom Intense  ,150,78.96,7.2,0.5264
2436,Rochas L'Homme Aromatic Touch  ,100,21.45,7.4,0.2145
2438,Beverly Hills Polo Club Colors  ,100,16.99,6.0,0.1699
2439,Police To Be Camouflage  ,125,15.75,5.9,0.126
2440,Halston Z-14  ,236,19.85,7.7,0.08411016949152543
2441,Jeanne en Provence Lin Blanc  ,100,9.3,6.6,0.09300000000000001
2442,Ajmal Shadow II for Him  ,75,22.7,7.5,0.30266666666666664
2443,Lattafa King Of Arabia  ,100,26.64,8.2,0.2664
2444,Cartier Déclaration Essence  ,100,119.99,7.3,1.1999
2445,Perry Ellis 360 for Men  ,100,20.1,7.5,0.201
2446,Tonino Lamborghini Intenso  ,125,13.34,5.8,0.10672
2447,Hugo Boss Bottled  ,50,34.56,7.4,0.6912
2448,Ted Baker London W  ,30,9.85,5.5,0.3283333333333333
2449,Salvatore Ferragamo Ferragamo for Men  ,50,26.35,7.4,0.527
2450,Perry Ellis 18  ,100,24.5,7.1,0.245
2451,Giorgio Armani Code Pour Homme  ,75,82.39,8.0,1.0985333333333334
2452,Dolce & Gabbana Devotion Pour Homme  ,100,48.02,5.4,0.4802
2453,Police To Be Born To Shine For Him  ,40,9.05,7.3,0.22625
2455,Adyan Oud Ombre  ,100,34.99,8.0,0.34990000000000004
2456,Ralph Lauren Ralph Club  ,30,43.43,6.6,1.4476666666666667
2457,Hollister Canyon Escape For Him  ,100,18.42,6.6,0.18420000000000003
2458,Davidoff The Game  ,60,26.46,6.2,0.441
2459,Zimaya Zukhruf Black  ,100,18.71,7.9,0.18710000000000002
2460,Armaf Club De Nuit Urban  ,105,18.9,7.9,0.18
2461,Fragrance World Star Men Nebula  ,100,15.95,8.0,0.1595
2462,Ralph Lauren Polo 67  ,200,87.95,8.0,0.43975000000000003
2463,Ralph Lauren Big Pony 2  ,75,75.0,5.5,1.0
2464,Hugo Boss Bottled Collector's Edition  ,50,36.4,9.0,0.728
2465,Diesel Only The Brave High  ,50,27.0,6.3,0.54
2466,Giorgio Armani Stronger With You Only  ,50,41.95,7.7,0.8390000000000001
2467,David Beckham The Essence  ,75,50.0,6.3,0.6666666666666666
2468,El Ganso Sunday Mood  ,125,50.3,7.5,0.4024
2469,BVLGARI Pour Homme  ,100,77.35,7.3,0.7735
2470,Calvin Klein Eternity Aqua For Men  ,50,17.25,6.3,0.345
2472,Swiss Arabian Edge  ,100,22.2,8.0,0.222
2473,Ed Hardy Hearts & Daggers for Men  ,50,21.95,5.1,0.439
2474,Tommy Hilfiger Tommy  ,50,15.0,7.2,0.3
2476,Calvin Klein CK One Shock For Him  ,100,15.45,7.6,0.1545
2477,Ducati 1926  ,100,13.75,6.4,0.1375
2478,Lacoste Booster  ,125,28.0,7.0,0.224
2479,Porsche Design Titan  ,50,21.85,6.5,0.43700000000000006
2480,Abercrombie & Fitch Away Weekend Man  ,100,30.8,7.2,0.308
2481,Armaf Odyssey Homme  ,200,38.51,7.9,0.19255
2482,Jasper Conran Man  ,40,10.95,7.1,0.27375
2483,Zimaya Modhesh Aura  ,100,23.29,8.8,0.2329
2484,Replay Tank For Him  ,30,9.95,7.2,0.33166666666666667
2486,Laura Biagiotti Roma Uomo  ,40,17.6,7.5,0.44000000000000006
2488,Paloma Picasso Minotaure  ,75,21.45,7.6,0.286
2489,David Beckham Exquisite Leather  ,50,12.32,8.1,0.2464
2491,Jacques Bogart One Man Show Gold Edition  ,100,18.99,7.1,0.18989999999999999
2492,Khadlaj Shiyaaka Men  ,100,15.95,8.0,0.1595
2494,Sapil Solid Black  ,100,16.99,7.2,0.1699
2495,Yves Saint Laurent Y L´Elixir  ,10,39.1,6.9,3.91
2496,Ralph Lauren Polo Red Racing Edition  ,125,49.95,6.0,0.3996
2499,Ralph Lauren Polo Blue Gold Blend  ,125,197.0,7.5,1.576
2500,Dunhill Century  ,75,21.0,7.6,0.28
2501,David Beckham True Instinct  ,75,9.95,7.6,0.13266666666666665
2503,Max Deville Camera Long Lasting  ,100,83.06,5.0,0.8306
2504,Porsche Design The Essence  ,30,26.25,6.2,0.875
2505,Carolina Herrera 212 Men  ,50,42.99,7.5,0.8598
2507,Enrico Coveri Pour Homme  ,100,15.95,7.9,0.1595
2508,Hugo Boss BOSS The Collection Daring Saffiano  ,100,76.46,8.6,0.7646
2510,Ralph Lauren Polo Blue  ,75,35.14,7.1,0.46853333333333336
2511,Guess Seductive Homme  ,150,22.1,6.8,0.14733333333333334
2512,Al Fares Fursan Desert  ,100,10.2,7.0,0.102
2513,Tiffany & Co. Love For Him  ,90,58.71,6.7,0.6523333333333333
2514,Ralph Lauren Polo Blue  ,40,34.95,7.1,0.87375
2515,Gucci Guilty Absolute  ,150,119.99,7.7,0.7999333333333333
2516,Annayake Tomo  ,100,54.5,7.7,0.545
2518,Umbro Power  ,75,4.27,3.0,0.05693333333333333
2519,Viktor & Rolf Spicebomb Infrared  ,50,105.92,8.1,2.1184
2520,Bugatti Iconiq Gold  ,100,24.99,7.1,0.24989999999999998
2521,Blue Zilli Titanium  ,100,39.99,8.1,0.39990000000000003
2522,Baldessarini Nautic Spirit  ,90,52.49,6.2,0.5832222222222222
2523,Carolina Herrera Bad Boy Elixir  ,100,80.0,7.0,0.8
2524,Dana Rapport  ,100,6.35,7.3,0.0635
2525,Ferrari Scuderia Red  ,125,21.49,6.2,0.17192
2526,Kenneth Cole Blue  ,100,26.0,7.2,0.26
2527,Jil Sander Sun Men  ,40,14.2,7.5,0.355
2528,Ralph Lauren Polo Red  ,40,30.82,6.5,0.7705
2529,The Body Shop Activist  ,100,30.0,6.9,0.3
2530,Ralph Lauren Polo Red  ,75,36.9,6.5,0.492
2531,S.T. Dupont Essence Pure Ocean Pour Homme  ,50,9.95,8.0,0.19899999999999998
2532,Replay Signature Lovers For Men  ,50,18.95,7.8,0.379
2533,Zimaya Mazaaj Infused  ,100,22.99,7.7,0.2299
2534,Armaf Voyage Bleu  ,100,16.5,7.1,0.165
2535,Guerlain Heritage  ,100,61.6,8.2,0.616
2536,Police To Be Bad Guy  ,40,9.95,6.5,0.24874999999999997
2538,Just Jack X Version  ,100,18.99,8.0,0.18989999999999999
2539,Burberry Brit Rhythm Men Intense  ,5,12.5,7.6,2.5
2540,Police To Be Tattooart For Man  ,125,12.9,6.7,0.1032
2541,Givenchy Gentleman  ,50,64.0,8.3,1.28
2542,Missoni Pour Homme  ,50,44.99,7.5,0.8998
2543,Korres Black Pepper Cashmere & Lemonwood  ,50,29.92,6.4,0.5984
2544,Amouage Overture Man  ,100,312.3,8.1,3.123
2545,Replay Stone Supernova For Him  ,50,8.95,7.3,0.179
2546,Ralph Lauren Polo Blue Sport  ,75,41.95,7.2,0.5593333333333333
2547,Dolce & Gabbana Light Blue Pour Homme  ,50,44.62,7.6,0.8924
2548,Ralph Lauren Polo Red Rush  ,200,76.0,7.3,0.38
2550,Azzaro Pour Homme Intense  ,50,32.95,7.5,0.659
2551,Giorgio Armani Stronger With You  ,50,54.01,8.3,1.0802
2552,Hugo Boss Selection  ,90,27.95,6.6,0.31055555555555553
2553,Oriflame Eclat Homme  ,75,17.0,5.8,0.22666666666666666
2554,Armand Basi L'Eau Pour Homme  ,125,16.15,7.2,0.12919999999999998
2555,Le Chameau Atelier  ,80,15.98,7.8,0.19975
2556,Pepe Jeans For Him  ,100,16.98,6.4,0.1698
2558,Tommy Hilfiger Impact Intense  ,50,29.0,7.9,0.58
2559,Bruno Banani Dangerous Man  ,50,53.69,4.9,1.0737999999999999
2560,SuperZ . Budapest Endless Sea Extrait de  ,50,88.57,7.7,1.7713999999999999
2561,Ralph Lauren Ultra Blue  ,125,59.99,7.0,0.47992
2562,Antonio Banderas Power Of Seduction  ,50,12.94,7.5,0.2588
2563,Halston Z-14  ,125,15.75,7.7,0.126
2564,Ralph Lauren Polo Red  ,200,77.68,6.5,0.3884
2565,Hermes H24  ,50,56.49,7.4,1.1298000000000001
2566,Ralph Lauren Polo Red Rush  ,75,38.95,7.3,0.5193333333333334
2567,Brioni Éclat  ,60,56.45,7.1,0.9408333333333334
2569,Tous Man Sport  ,100,27.6,7.3,0.276
2570,Azzaro Solarissimo Marettimo  ,75,48.24,7.2,0.6432
2571,Oscar de la Renta For Men  ,90,20.92,7.5,0.23244444444444445
2572,Caron Pour Un Homme de Le Matin  ,125,42.61,7.3,0.34088
2573,Calvin Klein Eternity For Men  ,50,20.95,6.7,0.419
2574,Issey Miyake Fusion D'Issey Extrême  ,50,20.3,7.2,0.406
2576,La Fede Celebrity Crush  ,100,12.8,4.3,0.128
2577,Azzaro L'Eau Pour Homme  ,50,10.99,7.2,0.2198
2578,Dolce & Gabbana Intenso Pour Homme  ,40,38.95,7.3,0.9737500000000001
2579,Gant  ,50,47.2,8.0,0.9440000000000001
2580,David Beckham Respect  ,40,11.62,6.4,0.2905
